,id,charge,chargingState,chargePercentage,chargeCompletionDate,chargeCompletedAt,chargeLimit,isPluggedIn,chargerVoltage,chargerCurrent,chargerWattage,range,latitude,longitude,createdAt
0,clz7er1gi00ra1075c4j81h54,,idle,44,,2024-07-29T19:54:26.770Z,80,False,2,0,0,121,,,2024-07-29T19:54:26.835Z
1,clz7erx7b00ro10750dlndqrv,,idle,44,,2024-07-29T19:55:07.740Z,80,False,2,0,0,121,,,2024-07-29T19:55:08.179Z
2,clz7eyf5q00sm1075qv5lp7v5,,idle,44,,2024-07-29T20:00:07.482Z,80,False,2,0,0,121,,,2024-07-29T20:00:07.488Z
3,clz7f4t7c00tc1075rabrcqr0,,idle,44,,2024-07-29T20:05:09.545Z,80,False,2,0,0,122,,,2024-07-29T20:05:09.547Z
4,clz7fb69k00tw10754ssqaugg,,idle,45,,2024-07-29T20:10:06.373Z,80,False,2,0,0,124,,,2024-07-29T20:10:06.376Z
5,clz7fugte00w61075v7hvfs2r,,idle,45,,2024-07-29T20:25:06.576Z,80,False,2,0,0,125,,,2024-07-29T20:25:06.577Z
6,clz7g0wb300x21075lhhozlbi,,idle,45,,2024-07-29T20:30:06.580Z,80,False,2,0,0,125,,,2024-07-29T20:30:06.582Z
7,clz7g7be600xq1075ih8yu8o1,,idle,45,,2024-07-29T20:35:05.930Z,80,False,2,0,0,125,,,2024-07-29T20:35:05.933Z
8,clz7gdrxj00y81075lm8xr7ib,,idle,45,,2024-07-29T20:40:07.092Z,80,False,2,0,0,125,,,2024-07-29T20:40:07.379Z
9,clz7gka6100za1075dnt7adkk,,idle,45,,2024-07-29T20:45:07.260Z,80,False,2,0,0,125,,,2024-07-29T20:45:07.261Z
10,clz7gqp7f01081075kb1q709c,,idle,45,,2024-07-29T20:50:10.372Z,80,False,2,0,0,125,,,2024-07-29T20:50:10.375Z
11,clz7gx29y010u1075edh6pqqp,,idle,45,,2024-07-29T20:55:06.002Z,80,False,2,0,0,125,,,2024-07-29T20:55:07.254Z
12,clz7hahsp012k1075qvdk46d7,,idle,45,,2024-07-29T21:05:33.870Z,80,False,2,0,0,125,,,2024-07-29T21:05:33.884Z
13,clz7hgh4501341075d1f407ti,,idle,45,,2024-07-29T21:10:12.922Z,80,False,2,0,0,125,,,2024-07-29T21:10:12.923Z
14,clz7hmyd401461075ah7xshkm,,idle,45,,2024-07-29T21:15:15.222Z,80,False,2,0,0,125,,,2024-07-29T21:15:15.223Z
15,clz7ht91e01501075aekh5shv,,idle,45,,2024-07-29T21:20:09.061Z,80,False,2,0,0,125,,,2024-07-29T21:20:09.062Z
16,clz7hzmfq015m1075ktuw573x,,discharging,45,,2024-07-29T21:25:06.301Z,80,False,2,0,0,125,48.692822,-122.926565,2024-07-29T21:25:06.303Z
17,clz7i65bf016o1075m1dkozba,,discharging,45,,2024-07-29T21:30:07.749Z,80,False,2,0,0,124,48.692822,-122.926565,2024-07-29T21:30:07.750Z
18,clz7iiyd7017y10753ylndiq8,,discharging,42,,2024-07-29T21:40:08.241Z,80,False,2,0,0,115,48.692822,-122.926565,2024-07-29T21:40:08.243Z
19,clz7iqd3101961075g8pkwydu,,discharging,41,,2024-07-29T21:45:50.394Z,80,False,2,0,0,114,48.692822,-122.926565,2024-07-29T21:45:53.963Z
20,clz7ivrsi019q1075odadh6jf,,charging,39,,2024-07-29T21:50:06.286Z,80,False,2,0,0,108,48.692822,-122.926565,2024-07-29T21:50:06.288Z
21,clz7j8re501bc1075ilcjlq8z,,idle,39,,2024-07-29T22:00:08.568Z,80,False,2,0,0,108,,,2024-07-29T22:00:08.569Z
22,clz7jf29c01c61075w9ze5gn2,,idle,39,,2024-07-29T22:05:06.279Z,80,False,2,0,0,108,,,2024-07-29T22:05:06.280Z
23,clz7jlphn01cq10750q2jb1ey,,idle,39,,2024-07-29T22:10:16.321Z,80,False,2,0,0,108,,,2024-07-29T22:10:16.322Z
24,clz7js0o901dq1075sm94s9d2,,idle,39,,2024-07-29T22:15:07.058Z,80,False,2,0,0,108,,,2024-07-29T22:15:07.059Z
25,clz7jycg701ei1075du2m4o31,,idle,38,,2024-07-29T22:20:05.929Z,80,False,2,0,0,107,,,2024-07-29T22:20:05.930Z
26,clz7k4tql01f01075p6gyvz0t,,idle,38,,2024-07-29T22:25:08.282Z,80,False,2,0,0,106,,,2024-07-29T22:25:08.283Z
27,clz7kb8dr01fu107527he4uhc,,idle,38,,2024-07-29T22:30:07.225Z,80,False,2,0,0,106,,,2024-07-29T22:30:07.226Z
28,clz7kho3u01go1075uoaa2tcp,,idle,38,,2024-07-29T22:35:07.512Z,80,False,2,0,0,106,,,2024-07-29T22:35:07.514Z
29,clz7ko2yt01h610753eunqzk8,,idle,38,,2024-07-29T22:40:06.711Z,80,False,2,0,0,106,,,2024-07-29T22:40:06.714Z
30,clz7kulfx01i41075osv7n0iv,,idle,38,,2024-07-29T22:45:09.193Z,80,False,2,0,0,106,,,2024-07-29T22:45:09.194Z
31,clz7l0zva01iu1075hnorbji4,,idle,38,,2024-07-29T22:50:08.966Z,80,False,2,0,0,106,,,2024-07-29T22:50:09.221Z
32,clz7l826g01jg1075nm0iy1y6,,idle,38,,2024-07-29T22:55:32.308Z,80,False,2,0,0,105,,,2024-07-29T22:55:38.803Z
33,clz7ldwe901ke1075kbohsnol,,idle,38,,2024-07-29T23:00:08.977Z,80,False,2,0,0,105,,,2024-07-29T23:00:08.979Z
34,clz7lkix901l41075pps8ne5q,,idle,38,,2024-07-29T23:05:18.906Z,80,False,2,0,0,105,,,2024-07-29T23:05:20.378Z
35,clz7lqo2u01lm107557zyvuqj,,idle,38,,2024-07-29T23:10:06.419Z,80,False,2,0,0,105,,,2024-07-29T23:10:06.981Z
36,clz7lx5w301mo1075v2c6nzfi,,idle,38,,2024-07-29T23:15:08.060Z,80,False,2,0,0,105,,,2024-07-29T23:15:08.062Z
37,clz7m3k8601ni1075g92ikd15,,idle,38,,2024-07-29T23:20:08.442Z,80,False,2,0,0,105,,,2024-07-29T23:20:08.443Z
38,clz7m9yg601o610750ted08i8,,idle,38,,2024-07-29T23:25:06.320Z,80,False,2,0,0,104,,,2024-07-29T23:25:06.893Z
39,clz7mgh9e01pa1075d4muihnj,,idle,38,,2024-07-29T23:30:08.841Z,80,False,2,0,0,104,,,2024-07-29T23:30:08.901Z
40,clz7mt8w001qm10750t35lsm6,,idle,38,,2024-07-29T23:40:06.934Z,80,False,2,0,0,104,,,2024-07-29T23:40:06.936Z
41,clz7mzr8p01ro1075tmnjfp4w,,idle,38,,2024-07-29T23:45:08.499Z,80,False,2,0,0,104,,,2024-07-29T23:45:08.501Z
42,clz7n63vs01si1075mt1potlw,,idle,38,,2024-07-29T23:50:06.365Z,80,False,2,0,0,104,,,2024-07-29T23:50:06.932Z
43,clz7ncj2u01t410755pabz9rs,,idle,38,,2024-07-29T23:55:06.258Z,80,False,2,0,0,104,,,2024-07-29T23:55:06.561Z
44,clz7nk6g901ua1075cnks397x,,idle,38,,2024-07-30T00:00:54.930Z,80,False,2,0,0,104,,,2024-07-30T00:01:03.447Z
45,clz7nq11d01uy1075xmcdmxxu,,idle,38,,2024-07-30T00:05:34.961Z,80,False,2,0,0,104,,,2024-07-30T00:05:36.353Z
46,clz7nvuqn01vi1075s64nr5ts,,idle,38,,2024-07-30T00:10:08.132Z,80,False,2,0,0,104,,,2024-07-30T00:10:08.134Z
47,clz7o2f8x01wi1075t69b6ls1,,idle,38,,2024-07-30T00:15:14.672Z,80,False,2,0,0,104,,,2024-07-30T00:15:14.674Z
48,clz7o8obb01x61075hglgbe1d,,idle,38,,2024-07-30T00:20:06.306Z,80,False,2,0,0,103,,,2024-07-30T00:20:06.342Z
49,clz7ofjk501xs1075nk1yoqrj,,idle,38,,2024-07-30T00:25:25.494Z,80,False,2,0,0,103,,,2024-07-30T00:25:26.782Z
50,clz7olmnq01yq107514636l2r,,idle,38,,2024-07-30T00:30:10.496Z,80,False,2,0,0,103,,,2024-07-30T00:30:10.623Z
51,clz7orzlt01zm1075wdthtrse,,idle,38,,2024-07-30T00:35:07.439Z,80,False,2,0,0,103,,,2024-07-30T00:35:07.441Z
52,clz7oyen8020a10753vgy3321,,idle,37,,2024-07-30T00:40:06.797Z,80,False,2,0,0,103,,,2024-07-30T00:40:06.862Z
53,clz7p4wpj021c1075gjl4v1k2,,idle,37,,2024-07-30T00:45:07.022Z,80,False,2,0,0,103,,,2024-07-30T00:45:07.089Z
54,clz7pba3t02281075727jgi44,,idle,37,,2024-07-30T00:50:07.307Z,80,False,2,0,0,103,,,2024-07-30T00:50:07.513Z
55,clz7phogr022u10755776189p,,discharging,37,,2024-07-30T00:55:05.871Z,80,False,2,0,0,103,48.692822,-122.926565,2024-07-30T00:55:05.994Z
56,clz7po8rs023u1075hzynwzc8,,charging,38,,2024-07-30T01:00:09.455Z,80,False,2,0,0,102,48.692822,-122.926565,2024-07-30T01:00:09.750Z
57,clz7pujfd024m1075gekuu5sg,,idle,37,,2024-07-30T01:05:05.569Z,80,False,2,0,0,103,,,2024-07-30T01:05:06.038Z
58,clz7q0zlj02561075thq1xu5f,,idle,37,,2024-07-30T01:10:06.931Z,80,False,2,0,0,103,,,2024-07-30T01:10:06.933Z
59,clz7q7ibw02661075p1n1390n,,idle,37,,2024-07-30T01:15:07.575Z,80,False,2,0,0,103,,,2024-07-30T01:15:07.577Z
60,clz7qdugu0270107582774607,,idle,37,,2024-07-30T01:20:06.061Z,80,False,2,0,0,103,,,2024-07-30T01:20:06.824Z
61,clz7qkb66027o1075fvf6jeo5,,discharging,37,,2024-07-30T01:25:08.052Z,80,False,2,0,0,103,48.692822,-122.926565,2024-07-30T01:25:08.398Z
62,clz7qqspy028q1075ucaaa2x1,,discharging,37,,2024-07-30T01:30:07.013Z,80,False,2,0,0,101,48.692822,-122.926565,2024-07-30T01:30:07.192Z
63,clz7qx4cx029m1075c76sqxtc,,discharging,34,,2024-07-30T01:35:05.465Z,80,False,2,0,0,95,48.692822,-122.926565,2024-07-30T01:35:06.111Z
64,clz7r3k0t02a8107568xalwkm,,idle,34,,2024-07-30T01:40:05.911Z,80,False,2,0,0,95,,,2024-07-30T01:40:06.348Z
65,clz7ra2n802ba10759wpl8qsq,,idle,34,,2024-07-30T01:45:07.246Z,80,False,2,0,0,95,,,2024-07-30T01:45:07.679Z
66,clz7rgepq02c01075mpw965s0,,idle,34,,2024-07-30T01:50:05.645Z,80,False,2,0,0,95,,,2024-07-30T01:50:05.993Z
67,clz7rmvko02ce1075vf34a1ok,,idle,34,,2024-07-30T01:55:07.534Z,80,False,2,0,0,94,,,2024-07-30T01:55:07.787Z
68,clz7rtc0g02d81075eixjg2rc,,idle,34,,2024-07-30T02:00:09.001Z,80,False,2,0,0,93,,,2024-07-30T02:00:09.004Z
69,clz7rzq3a02dy1075dx79sdg9,,idle,34,,2024-07-30T02:05:05.992Z,80,False,2,0,0,92,,,2024-07-30T02:05:07.208Z
70,clz7s67cv02ek1075zpe0hw57,,idle,33,,2024-07-30T02:10:09.288Z,80,False,2,0,0,92,,,2024-07-30T02:10:09.527Z
71,clz7sdwhq02fu1075wgw1va85,,idle,33,,2024-07-30T02:16:08.418Z,80,False,2,0,0,92,,,2024-07-30T02:16:08.688Z
72,clz7spmi902gw10755mwipgj9,,idle,33,,2024-07-30T02:25:15.244Z,80,False,2,0,0,91,,,2024-07-30T02:25:15.591Z
73,clz7swv8202i01075z3z4fqut,,idle,33,,2024-07-30T02:30:52.026Z,80,False,2,0,0,91,,,2024-07-30T02:30:53.502Z
74,clz7t2hkv02iq1075h02hms6l,,idle,33,,2024-07-30T02:35:14.707Z,80,False,2,0,0,91,,,2024-07-30T02:35:15.762Z
75,clz7t8ppi02ja1075fvtnwb3d,,idle,33,,2024-07-30T02:40:05.293Z,80,False,2,0,0,91,,,2024-07-30T02:40:06.214Z
76,clz7tf8mh02ka1075n4x4qqei,,idle,33,,2024-07-30T02:45:07.434Z,80,False,2,0,0,91,,,2024-07-30T02:45:07.437Z
77,clz7tlkwb02l21075ulfqj5d9,,idle,33,,2024-07-30T02:50:05.485Z,80,False,2,0,0,91,,,2024-07-30T02:50:06.504Z
78,clz7ts0ea02lo1075nk2v0wc6,,idle,33,,2024-07-30T02:55:06.275Z,80,False,2,0,0,91,,,2024-07-30T02:55:06.523Z
79,clz7tyjkh02mq10758dfaj9xd,,idle,33,,2024-07-30T03:00:06.473Z,80,False,2,0,0,91,,,2024-07-30T03:00:06.860Z
80,clz7u4v7802ng1075xkaar0kw,,idle,33,,2024-07-30T03:05:05.406Z,80,False,2,0,0,91,,,2024-07-30T03:05:06.333Z
81,clz7uba2d02ny10756jirenid,,idle,33,,2024-07-30T03:10:05.412Z,80,False,2,0,0,91,,,2024-07-30T03:10:05.413Z
82,clz7uhsdn02oy1075pd7e2754,,idle,33,,2024-07-30T03:15:06.660Z,80,False,2,0,0,91,,,2024-07-30T03:15:06.667Z
83,clz7uo5bh02ps1075v46hbixk,,idle,33,,2024-07-30T03:20:05.757Z,80,False,2,0,0,91,,,2024-07-30T03:20:05.894Z
84,clz7uukoy02qc1075ygb73hrj,,idle,33,,2024-07-30T03:25:05.699Z,80,False,2,0,0,90,,,2024-07-30T03:25:05.781Z
85,clz7v13km02rc1075toysi3a7,,idle,33,,2024-07-30T03:30:06.781Z,80,False,2,0,0,90,,,2024-07-30T03:30:06.798Z
86,clz7v7fdo02s21075aojc16ps,,idle,33,,2024-07-30T03:35:05.476Z,80,False,2,0,0,90,,,2024-07-30T03:35:05.477Z
87,clz7vdyc202sk1075ealn7gh8,,idle,33,,2024-07-30T03:40:09.501Z,80,False,2,0,0,90,,,2024-07-30T03:40:09.917Z
88,clz7vkerb02ti1075590gjzpj,,idle,33,,2024-07-30T03:45:07.029Z,80,False,2,0,0,90,,,2024-07-30T03:45:07.031Z
89,clz7vqq1002u81075hhtkcrzg,,idle,33,,2024-07-30T03:50:05.687Z,80,False,2,0,0,90,,,2024-07-30T03:50:05.688Z
90,clz7vx5ju02uq1075dtxmrcsn,,idle,33,,2024-07-30T03:55:05.736Z,80,False,2,0,0,90,,,2024-07-30T03:55:05.738Z
91,clz7w3pjq02vo1075bpdur0vo,,idle,33,,2024-07-30T04:00:07.244Z,80,False,2,0,0,89,,,2024-07-30T04:00:07.245Z
92,clz7wa0tp02we1075s49o3z2l,,idle,33,,2024-07-30T04:05:06.129Z,80,False,2,0,0,89,,,2024-07-30T04:05:06.131Z
93,clz7wggfy02ww1075131vny4e,,idle,33,,2024-07-30T04:10:05.452Z,80,False,2,0,0,89,,,2024-07-30T04:10:05.454Z
94,clz7wmzfn02xu1075hl1bf4gl,,idle,33,,2024-07-30T04:15:07.684Z,80,False,2,0,0,89,,,2024-07-30T04:15:07.685Z
95,clz7wtapl02yk1075w35e4pcg,,idle,33,,2024-07-30T04:20:05.415Z,80,False,2,0,0,89,,,2024-07-30T04:20:05.416Z
96,clz7wzqeg02z21075d0npa5kv,,idle,33,,2024-07-30T04:25:05.683Z,80,False,2,0,0,89,,,2024-07-30T04:25:05.685Z
97,clz7x69u403001075d0k3sqv4,,idle,33,,2024-07-30T04:30:07.021Z,80,False,2,0,0,89,,,2024-07-30T04:30:07.022Z
98,clz7xclbt030q10751x3apwpo,,idle,33,,2024-07-30T04:35:05.587Z,80,False,2,0,0,89,,,2024-07-30T04:35:05.588Z
99,clz7xj0sz03181075ewvpbjat,,idle,33,,2024-07-30T04:40:05.326Z,80,False,2,0,0,89,,,2024-07-30T04:40:05.327Z
100,clz7xpj9j03241075l7lzqe4d,,idle,32,,2024-07-30T04:45:06.763Z,80,False,2,0,0,89,,,2024-07-30T04:45:06.764Z
101,clz7xwekq032w10752mhrfcfw,,idle,32,,2024-07-30T04:50:30.001Z,80,False,2,0,0,89,,,2024-07-30T04:50:30.003Z
102,clz7y2b6f033e1075dkwvx0ef,,idle,32,,2024-07-30T04:55:05.538Z,80,False,2,0,0,89,,,2024-07-30T04:55:05.540Z
103,clz7y8vks034c1075scvw8tyi,,idle,32,,2024-07-30T05:00:06.729Z,80,False,2,0,0,88,,,2024-07-30T05:00:06.730Z
104,clz7yfhgl04661075smj1c2ts,,idle,32,,2024-07-30T05:05:18.364Z,80,False,2,0,0,88,,,2024-07-30T05:05:20.246Z
105,clz7yllox046o1075fhr40mz1,,idle,32,,2024-07-30T05:10:05.601Z,80,False,2,0,0,88,,,2024-07-30T05:10:05.603Z
106,clz7ys5f6047m10757byyickw,,idle,32,,2024-07-30T05:15:06.736Z,80,False,2,0,0,88,,,2024-07-30T05:15:06.737Z
107,clz7yygk6048c1075uc794qgw,,idle,32,,2024-07-30T05:20:05.503Z,80,False,2,0,0,88,,,2024-07-30T05:20:05.504Z
108,clz7z4w5n048u1075vvqn0q0z,,idle,32,,2024-07-30T05:25:05.656Z,80,False,2,0,0,88,,,2024-07-30T05:25:05.658Z
109,clz7zbfpp049s10755ucguyql,,idle,32,,2024-07-30T05:30:06.839Z,80,False,2,0,0,88,,,2024-07-30T05:30:06.840Z
110,clz7zhxvp04ai1075wwqjneb6,,idle,32,,2024-07-30T05:35:14.470Z,80,False,2,0,0,88,,,2024-07-30T05:35:14.472Z
111,clz7zo6ob04aw10757nna2930,,idle,32,,2024-07-30T05:40:05.757Z,80,False,2,0,0,88,,,2024-07-30T05:40:05.758Z
112,clz7zuptu04by1075gaeone1j,,idle,32,,2024-07-30T05:45:07.684Z,80,False,2,0,0,88,,,2024-07-30T05:45:07.685Z
113,clz8011q204co10758gqmdx8r,,idle,32,,2024-07-30T05:50:05.488Z,80,False,2,0,0,88,,,2024-07-30T05:50:05.489Z
114,clz807hvj04d61075f7qc6sxf,,idle,32,,2024-07-30T05:55:06.733Z,80,False,2,0,0,88,,,2024-07-30T05:55:06.734Z
115,clz80e1vm04e410751ezai165,,idle,32,,2024-07-30T06:00:06.368Z,80,False,2,0,0,88,,,2024-07-30T06:00:06.369Z
116,clz80kc2p04eu1075d287cjvw,,idle,32,,2024-07-30T06:05:05.329Z,80,False,2,0,0,87,,,2024-07-30T06:05:05.330Z
117,clz80qru004fc1075wq0e699b,,idle,32,,2024-07-30T06:10:06.100Z,80,False,2,0,0,87,,,2024-07-30T06:10:06.102Z
118,clz80xasq04ga10758mv9ni2v,,idle,32,,2024-07-30T06:15:06.169Z,80,False,2,0,0,87,,,2024-07-30T06:15:06.170Z
119,clz813mz904h01075op3wz6bo,,idle,32,,2024-07-30T06:20:06.326Z,80,False,2,0,0,87,,,2024-07-30T06:20:06.327Z
120,clz81a1we04hi1075uw0gk166,,idle,32,,2024-07-30T06:25:05.257Z,80,False,2,0,0,87,,,2024-07-30T06:25:05.259Z
121,clz81glc304ig1075c2csp3nf,,idle,32,,2024-07-30T06:30:07.275Z,80,False,2,0,0,87,,,2024-07-30T06:30:07.276Z
122,clz81mwtr04j61075jj6ok6l3,,idle,32,,2024-07-30T06:35:05.547Z,80,False,2,0,0,87,,,2024-07-30T06:35:05.563Z
123,clz81tc9k04jo10758pemva0h,,idle,32,,2024-07-30T06:40:05.347Z,80,False,2,0,0,87,,,2024-07-30T06:40:05.348Z
124,clz81zv7u04kk1075vhb86867,,idle,32,,2024-07-30T06:45:06.572Z,80,False,2,0,0,87,,,2024-07-30T06:45:06.575Z
125,clz8267d704l81075qwcm074e,,idle,32,,2024-07-30T06:50:05.686Z,80,False,2,0,0,87,,,2024-07-30T06:50:05.688Z
126,clz82cmer04lk10753p1v1r6q,,idle,32,,2024-07-30T06:55:05.128Z,80,False,2,0,0,87,,,2024-07-30T06:55:05.129Z
127,clz82j3k404mc1075ynmxlzlx,,idle,32,,2024-07-30T07:00:07.286Z,80,False,2,0,0,87,,,2024-07-30T07:00:07.287Z
128,clz82phlw04n010759u7risyu,,idle,32,,2024-07-30T07:05:05.130Z,80,False,2,0,0,87,,,2024-07-30T07:05:05.131Z
129,clz82vx2r04ng1075rzyuw4o5,,idle,32,,2024-07-30T07:10:05.399Z,80,False,2,0,0,86,,,2024-07-30T07:10:05.400Z
130,clz832g1u04oc107567jvv39x,,idle,32,,2024-07-30T07:15:07.904Z,80,False,2,0,0,86,,,2024-07-30T07:15:07.905Z
131,clz838rx204p01075la5o9yri,,idle,32,,2024-07-30T07:20:05.252Z,80,False,2,0,0,86,,,2024-07-30T07:20:05.253Z
132,clz83f7s104pg1075214ozfqj,,idle,32,,2024-07-30T07:25:05.350Z,80,False,2,0,0,86,,,2024-07-30T07:25:05.352Z
133,clz83lqvq04qc1075w9o89ntz,,idle,32,,2024-07-30T07:30:06.867Z,80,False,2,0,0,86,,,2024-07-30T07:30:06.871Z
134,clz83s2zl04r010757nauoe2h,,idle,32,,2024-07-30T07:35:05.285Z,80,False,2,0,0,86,,,2024-07-30T07:35:05.286Z
135,clz83yj5404rg1075jk4prp9z,,idle,32,,2024-07-30T07:40:06.905Z,80,False,2,0,0,86,,,2024-07-30T07:40:06.906Z
136,clz8458l404se1075chuk6dqj,,idle,32,,2024-07-30T07:45:19.835Z,80,False,2,0,0,86,,,2024-07-30T07:45:19.836Z
137,clz84bd9704t4107543iw78zd,,idle,31,,2024-07-30T07:50:05.819Z,80,False,2,0,0,86,,,2024-07-30T07:50:05.820Z
138,clz84huyo04tm1075jeguova0,,idle,31,,2024-07-30T07:55:08.699Z,80,False,2,0,0,86,,,2024-07-30T07:55:08.700Z
139,clz84ochr04ui1075nbhyljr2,,idle,31,,2024-07-30T08:00:06.391Z,80,False,2,0,0,86,,,2024-07-30T08:00:06.405Z
140,clz84unez04v61075cvoytjwh,,idle,31,,2024-07-30T08:05:05.473Z,80,False,2,0,0,86,,,2024-07-30T08:05:05.474Z
141,clz8515xo04vm1075egeunt1w,,idle,31,,2024-07-30T08:10:09.383Z,80,False,2,0,0,86,,,2024-07-30T08:10:09.384Z
142,clz857muw04wi1075y3m2jwtv,,idle,31,,2024-07-30T08:15:06.189Z,80,False,2,0,0,86,,,2024-07-30T08:15:06.190Z
143,clz85dxvh04x61075fl9ytrcp,,idle,31,,2024-07-30T08:20:05.156Z,80,False,2,0,0,85,,,2024-07-30T08:20:05.162Z
144,clz85kda704xm1075el13rg2l,,idle,31,,2024-07-30T08:25:05.204Z,80,False,2,0,0,85,,,2024-07-30T08:25:05.208Z
145,clz85qwvx04yi1075hhb6k19s,,idle,31,,2024-07-30T08:30:06.794Z,80,False,2,0,0,85,,,2024-07-30T08:30:06.795Z
146,clz85x85g04z410757ina44i1,,idle,31,,2024-07-30T08:35:05.310Z,80,False,2,0,0,85,,,2024-07-30T08:35:05.311Z
147,clz863ni904zg1075vwbt0vcl,,idle,31,,2024-07-30T08:40:05.092Z,80,False,2,0,0,85,,,2024-07-30T08:40:05.093Z
148,clz86a6mt050c1075sj1wf07g,,idle,31,,2024-07-30T08:45:06.049Z,80,False,2,0,0,85,,,2024-07-30T08:45:06.050Z
149,clz86gir805101075ubytsh6j,,idle,31,,2024-07-30T08:50:05.383Z,80,False,2,0,0,85,,,2024-07-30T08:50:05.384Z
150,clz86myb8051j10755ec3jkzy,,idle,31,,2024-07-30T08:55:05.572Z,80,False,2,0,0,85,,,2024-07-30T08:55:05.574Z
151,clz86th6h052d107546qidzm2,,idle,31,,2024-07-30T09:00:09.389Z,80,False,2,0,0,85,,,2024-07-30T09:00:10.005Z
152,clz86zt9r0532107508bzkmi0,,idle,31,,2024-07-30T09:05:05.557Z,80,False,2,0,0,85,,,2024-07-30T09:05:05.558Z
153,clz8768kv053m107523dm2pzv,,idle,31,,2024-07-30T09:10:05.339Z,80,False,2,0,0,85,,,2024-07-30T09:10:05.345Z
154,clz87crkv054k1075mx2ul0y8,,idle,31,,2024-07-30T09:15:06.982Z,80,False,2,0,0,85,,,2024-07-30T09:15:06.983Z
155,clz87j400055d1075a35ocbpe,,idle,31,,2024-07-30T09:20:05.928Z,80,False,2,0,0,85,,,2024-07-30T09:20:05.929Z
156,clz87pk0m0560107523x85su8,,idle,31,,2024-07-30T09:25:06.632Z,80,False,2,0,0,85,,,2024-07-30T09:25:06.634Z
157,clz87w2ai057110757ydx4x24,,idle,31,,2024-07-30T09:30:06.609Z,80,False,2,0,0,85,,,2024-07-30T09:30:06.623Z
158,clz882eiy05841075sv4bzwel,,idle,31,,2024-07-30T09:35:05.118Z,80,False,2,0,0,84,,,2024-07-30T09:35:06.038Z
159,clz888u58058t1075zj106nlf,,idle,31,,2024-07-30T09:40:06.157Z,80,False,2,0,0,84,,,2024-07-30T09:40:06.158Z
160,clz88fccr059r1075lpeduoo3,,idle,31,,2024-07-30T09:45:07.079Z,80,False,2,0,0,84,,,2024-07-30T09:45:07.080Z
161,clz88loon05ah10757eunylac,,idle,31,,2024-07-30T09:50:05.475Z,80,False,2,0,0,84,,,2024-07-30T09:50:05.476Z
162,clz88s3uf05at1075gf5z9k4x,,idle,31,,2024-07-30T09:55:05.256Z,80,False,2,0,0,84,,,2024-07-30T09:55:05.257Z
163,clz88yo1405bp1075xauhl8j8,,idle,31,,2024-07-30T10:00:06.550Z,80,False,2,0,0,84,,,2024-07-30T10:00:06.552Z
164,clz89beel05cq1075n3iydizc,,idle,31,,2024-07-30T10:10:05.396Z,80,False,2,0,0,84,,,2024-07-30T10:10:05.397Z
165,clz89hxq805do1075j6q032ys,,idle,31,,2024-07-30T10:15:07.922Z,80,False,2,0,0,84,,,2024-07-30T10:15:07.924Z
166,clz89o98i05ec1075q15w835l,,idle,31,,2024-07-30T10:20:05.273Z,80,False,2,0,0,84,,,2024-07-30T10:20:05.275Z
167,clz89uq4805ev10757v64ikef,,idle,31,,2024-07-30T10:25:07.029Z,80,False,2,0,0,84,,,2024-07-30T10:25:07.030Z
168,clz8a17n405fz1075kdrrhecr,,idle,31,,2024-07-30T10:30:07.115Z,80,False,2,0,0,84,,,2024-07-30T10:30:07.116Z
169,clz8a7ju005gu1075jlq1eq0l,,idle,31,,2024-07-30T10:35:05.423Z,80,False,2,0,0,84,,,2024-07-30T10:35:05.424Z
170,clz8adzrd05hk1075d4db03g9,,idle,31,,2024-07-30T10:40:05.998Z,80,False,2,0,0,84,,,2024-07-30T10:40:05.999Z
171,clz8akojr05ir1075q0syp8u6,,idle,31,,2024-07-30T10:45:17.987Z,80,False,2,0,0,84,,,2024-07-30T10:45:17.988Z
172,clz8aqubp05jh1075iel88hta,,idle,31,,2024-07-30T10:50:05.501Z,80,False,2,0,0,83,,,2024-07-30T10:50:05.502Z
173,clz8ax9y005jz10758047k6pe,,idle,31,,2024-07-30T10:55:05.225Z,80,False,2,0,0,83,,,2024-07-30T10:55:05.226Z
174,clz8b3tnc05kz1075hugaahj8,,idle,31,,2024-07-30T11:00:07.825Z,80,False,2,0,0,83,,,2024-07-30T11:00:07.841Z
175,clz8ba4ps05lp1075vrwikad9,,idle,31,,2024-07-30T11:05:05.424Z,80,False,2,0,0,83,,,2024-07-30T11:05:05.425Z
176,clz8bgkhy05m71075mh7lpuy5,,idle,31,,2024-07-30T11:10:05.821Z,80,False,2,0,0,83,,,2024-07-30T11:10:05.823Z
177,clz8bn42f05n51075vrjb1nyx,,idle,30,,2024-07-30T11:15:08.170Z,80,False,2,0,0,83,,,2024-07-30T11:15:08.171Z
178,clz8btfgk05nv1075qvnxfs5x,,idle,30,,2024-07-30T11:20:05.178Z,80,False,2,0,0,83,,,2024-07-30T11:20:05.180Z
179,clz8bzudy05ob1075oxde4xs7,,idle,30,,2024-07-30T11:25:05.099Z,80,False,2,0,0,83,,,2024-07-30T11:25:05.101Z
180,clz8c6ee505p71075axvb3hme,,idle,30,,2024-07-30T11:30:06.746Z,80,False,2,0,0,83,,,2024-07-30T11:30:06.747Z
181,clz8ccpks05pv10755m7jqs0a,,idle,30,,2024-07-30T11:35:05.396Z,80,False,2,0,0,83,,,2024-07-30T11:35:05.397Z
